FID,LATITUDE,LONGITUDE,POCO,POCO_OPERA,BACIA,CAMPO,BLOCO,UF,TIPO,OPERADORA,RESULTADO,Acidente_mecanico,INICIO,TERMINO,CONCLUSAO,Concl_ano,platafor,ano_fabric,ID,Plataforma_nome,Lata_Velha
675,-22.38100139,-40.086665,7-MRL-185HP-RJS,7MRL185HPRJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,3/12/2007,,3/20/2007,2007,,0,0,,
676,-22.36060417,-40.06814389,7-MRL-187HP-RJS,7MRL187HPRJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,6/22/2007,,6/27/2007,2007,,0,0,,
677,-22.07693472,-39.88615194,8-AB-90A-RJS,8AB90ARJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,3/7/2007,,3/8/2007,2007,,0,0,,
678,-22.07683306,-39.88604778,8-AB-90-RJS,8AB90RJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,2/28/2007,,3/5/2007,2007,,0,0,,
679,-22.71930583,-40.66881556,8-BO-24H-RJS,8BO24HRJS,Campos,BONITO,BO,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,2/1/2007,,5/8/2007,2007,,0,0,,
680,-22.61032083,-40.0597825,8-MLS-119H-RJS,8MLS119HRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,2/17/2007,,8/19/2007,2007,,0,0,,
681,-22.64592444,-40.21672833,9-CRT-44D-RJS,9CRT44DRJS,Campos,CARATINGA,CRT,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,5/3/2008,,6/4/2008,2008,,0,0,,
682,-22.61546694,-40.09647194,9-MLS-124DP-RJS,9MLS124DPRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,4/25/2007,,5/24/2007,2007,,0,0,,
683,-22.63734889,-40.07943139,9-MLS-98D-RJS,9MLS98DRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,abandonado por outras razoes,,3/30/2007,,6/29/2007,2007,,0,0,,
684,-19.86832861,-39.62191917,7-CMN-4HP-ESS,7CMN4HPESS,Espirito Santo,CAMARUPIM NORTE,BM-ES-5,Espirito Santo,desenvolvimento,PETROBRAS,abandonado por objetivo/alvo nao atingido,,1/26/2009,1/29/2009,2/1/2009,2009,,0,0,,
685,-25.295015,-45.036115,1-BRSA-876A-SPS,1SPS78A,Santos,,S-M-731,SP,exploratorio,PETROBRAS,abandonado por objetivo/alvo nao atingido,,10/19/2010,9/9/2011,9/11/2011,2011,,0,0,,
686,-22.52945278,-40.04277111,7-MLS-167HP-RJS,7MLS167HPRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,abandonado por objetivo/alvo nao atingido,,2/12/2010,3/3/2010,3/3/2010,2010,,0,0,,
687,-21.23155139,-40.01584972,7-JUB-22HP-ESS,7JUB22HPESS,Campos,JUBARTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,abandonado por objetivo fora de previsao,,11/23/2010,12/23/2010,12/23/2010,2010,,0,0,,
688,-22.7012075,-40.55029222,7-MA-31HP-RJS,7MA31HPRJS,Campos,MARIMBA,MA,RJ,desenvolvimento,PETROBRAS,abandonado por objetivo fora de previsao,,6/16/2010,6/23/2010,6/28/2010,2010,,0,0,,
689,-22.36854722,-40.15928333,7-VD-17H-RJS,7VD17HRJS,Campos,VOADOR,VD,RJ,desenvolvimento,PETROBRAS,abandonado por objetivo fora de previsao,,12/8/2010,1/22/2011,1/26/2011,2011,,0,0,,
690,-22.16313333,-39.91889722,8-AB-116H-RJS,8AB116HRJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,abandonado por objetivo fora de previsao,,12/19/2009,1/21/2010,1/24/2010,2010,,0,0,,
691,-22.06194861,-39.94812444,9-AB-109DP-RJS,9AB109DPRJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,abandonado por objetivo fora de previsao,,6/11/2009,6/19/2009,7/19/2009,2009,,0,0,,
692,-21.24237806,-40.02582583,8-JUB-25H-ESS,8JUB25HESS,Campos,JUBARTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,abandonado por objetivo fora de previsao,,10/22/2010,2/16/2011,2/20/2011,2011,,0,0,,
693,-22.564275,-40.07766222,8-MLS-171HP-RJS,8MLS171HPRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,abandonado por objetivo fora de previsao,,11/5/2010,11/7/2010,11/13/2010,2010,,0,0,,
694,-22.49485056,-39.96464306,7-MLL-53H-RJS,7MLL53HRJS,Campos,MARLIM LESTE,MLL,RJ,desenvolvimento,PETROBRAS,abandonado por objetivo fora de previsao,,2/17/2010,10/5/2010,10/5/2010,2010,,0,0,,
695,-21.27008778,-40.02540583,8-JUB-30H-ESS,8JUB30HESS,Campos,JUBARTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,abandonado por objetivo fora de previsao,,1/22/2011,2/2/2011,2/9/2011,2011,,0,0,,
696,-22.40502861,-40.050075,7-MRL-188H-RJS,7MRL188HRJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,abandonado por objetivo fora de previsao,,7/8/2007,,8/13/2007,2007,,0,0,,
697,-25.50185972,-42.44107583,1-BRSA-559-RJS,1RJS652,Santos,,BM-S-24,RJ,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,12/9/2007,1/31/2008,7/21/2008,2008,OCEAN CLIPPER,1977,8,Ocean  Clipper,SIM
698,-22.67774639,-40.7085925,3-BRSA-539-RJS,3ENO12RJS,Campos,ENCHOVA OESTE,ENO,RJ,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,10/30/2007,10/30/2007,11/2/2007,2007,OCEAN WHITTINGTON,1974,2,Ocean Whittington,SIM
699,-26.37104444,-45.01519167,1-BRSA-757A-SPS,1SPS68A,Santos,,BM-S-17,SP,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,7/24/2009,7/30/2009,7/30/2009,2009,NOBLE PAUL WOLF,1981,17,Noble Paul Wolf,SIM
700,-25.80499889,-43.84944306,4-BRSA-946-SPS,4SPS71,Santos,,BM-S-8,SP,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,5/25/2011,5/30/2011,5/31/2011,2011,Sevan Driller,2009,45,Sevan Driller,
701,-25.87068417,-43.72940361,4-BRSA-723A-SPS,4SPS66A,Santos,,BM-S-9,SP,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,4/29/2009,4/30/2009,5/1/2009,2009,STENA DrillMax,2008,18,Stena DrillMax,
702,-21.23508778,-40.02820361,7-JUB-14H-ESS,7JUB14HESS,Campos,JUBARTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,abandonado por acidente mecanico,SIM,10/28/2009,10/29/2009,11/5/2009,2009,SC Lancer,1977,19,SC Lancer,SIM
703,-22.6334525,-40.09507389,8-MLS-121HP-RJS,8MLS121HPRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,abandonado por acidente mecanico,SIM,11/25/2007,11/26/2007,12/13/2007,2007,SC Lancer,1977,3,SC Lancer,SIM
704,-23.80254028,-41.51818028,1-BRSA-905-RJS,1RJS685,Santos,,S-M-172,RJ,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,1/7/2011,7/26/2011,8/19/2011,2011,ENSCO 5000 (PRIDE MEXICO),1973,47,ENSCO 5000,SIM
705,-21.31093528,-40.01538861,6-BRSA-631D-ESS,6BAZ1DESS,Campos,BALEIA AZUL,BC-60,Espirito Santo,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,6/25/2008,6/26/2008,6/27/2008,2008,ENSCO 6004,2004,9,ENSCO 6004,
706,-22.65784056,-40.52324472,3-BRSA-767-RJS,3MA32RJS,Campos,MARIMBA,MA,RJ,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,9/14/2009,9/24/2009,9/24/2009,2009,OCEAN YORKTOWN,1976,20,Ocean Yorktown,SIM
707,-26.37104444,-45.01519167,1-BRSA-757-SPS,1SPS68,Santos,,BM-S-17,SP,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,7/23/2009,7/24/2009,7/24/2009,2009,NOBLE PAUL WOLF,1981,21,Noble Paul Wolf,SIM
708,-22.28686944,-40.351125,3-BRSA-629-RJS,3PG28RJS,Campos,PARGO,PG,RJ,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,6/24/2008,6/24/2008,6/27/2008,2008,OCEAN WHITTINGTON,1974,10,Ocean Whittington,SIM
709,-25.87064722,-43.72910556,4-BRSA-723-SPS,4SPS66,Santos,,BM-S-9,SP,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,4/15/2009,4/24/2009,4/28/2009,2009,STENA DrillMax,2008,22,Stena DrillMax,
710,-22.17355556,-40.50453778,1-BRSA-562-RJS,1RJS653RJS,Campos,,C-M-231,RJ,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,12/17/2007,12/23/2007,1/5/2008,2008,OCEAN WHITTINGTON,1974,11,Ocean Whittington,SIM
711,-22.54640861,-40.19998083,6-BRSA-752-RJS,6BR63RJS,Campos,BARRACUDA,BR,RJ,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,7/10/2009,7/23/2009,7/27/2009,2009,PETROBRAS XXIII,1985,23,Petrobras XXIII,
712,-25.62546306,-45.52993694,3-BRSA-880-SPS,3GMA1PSP,Santos,GUAIAMA,BM-S-3,SP,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,10/21/2010,10/22/2010,10/22/2010,2010,OCEAN YORKTOWN,1976,34,Ocean Yorktown,SIM
713,-22.58833722,-40.09637,7-MLS-63HP-RJS,7MLS63HPRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,abandonado por acidente mecanico,SIM,7/19/2009,7/19/2009,7/21/2009,2009,ENSCO 6002,2001,24,ENSCO 6002,
714,-23.05216111,-40.5688,1-BRSA-807D-RJS,1CPU2DRJS,Campos,CARAPICU,BC-30,RJ,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,2/16/2010,2/18/2010,2/21/2010,2010,NOBLE LEO SEGERIUS,1981,35,Noble Leo Segerius,SIM
715,-25.38590278,-42.70521944,3-BRSA-755-RJS,3RJS662,Santos,LULA,BM-S-11,RJ,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,7/16/2009,7/16/2009,7/16/2009,2009,WEST EMINENCE,2009,25,West Eminence,
716,-25.805205,-43.84925167,4-BRSA-946A-SPS,4SPS71A,Santos,PA-1BRSA532ASPS-BM-S-8,BM-S-8,SP,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,6/6/2011,6/16/2011,6/29/2011,2011,Sevan Driller,2009,48,Sevan Driller,
717,-25.46685056,-43.99076861,4-BRSA-971A-SPS,4SPS86A,Santos,PA-1BRSA532ASPS-BM-S-8,BM-S-8,SP,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,12/10/2011,12/15/2011,12/15/2011,2011,Sevan Driller,2009,49,Sevan Driller,
718,-22.18127667,-39.97431194,7-AB-106HP-RJS,7AB106HPRJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,abandonado por acidente mecanico,SIM,12/14/2008,12/15/2008,12/22/2008,2008,TRANSOCEAN DRILLER,1991,12,Transocean Driller,
719,-21.31092778,-40.01510917,6-BRSA-631DA-ESS,6BAZ1DAESS,Campos,BALEIA AZUL,BC-60,Espirito Santo,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,6/28/2008,8/15/2008,8/15/2008,2008,ENSCO 6004,2004,13,ENSCO 6004,
720,-20.23605222,-39.31050083,1-BRSA-954-ESS,1ESS202,Espirito Santo,,ES-M-523,Espirito Santo,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,6/30/2011,7/14/2011,7/26/2011,2011,NOBLE PAUL WOLF,1981,50,Noble Paul Wolf,SIM
721,-19.84613861,-39.02980694,1-BRSA-826-ESS,1ESS194,Espirito Santo,,ES-M-468,Espirito Santo,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,5/14/2010,5/14/2010,5/16/2010,2010,GSF Celtic Sea,1998,36,GSF Celtic Sea,
722,-19.84226417,-39.09869222,1-BRSA-783-ESS,1ESS193,Espirito Santo,,ES-M-468,Espirito Santo,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,11/11/2009,11/11/2009,11/14/2009,2009,GSF Celtic Sea,1998,26,GSF Celtic Sea,
723,-25.29491944,-45.03556667,1-BRSA-876-SPS,1SPS78,Santos,,S-M-731,SP,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,10/10/2010,10/11/2010,10/19/2010,2010,OCEAN BARONESS,1973,37,Ocean Baroness,SIM
724,-20.41971222,-39.62586389,1-BRSA-535-ESS,1ESS179,Espirito Santo,,ES-M-588,Espirito Santo,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,10/7/2007,10/11/2007,10/21/2007,2007,ENSCO 6004,2004,4,ENSCO 6004,
725,-25.80523583,-43.84972,4-BRSA-946B-SPS,4SPS71B,Santos,PA-1BRSA532ASPS-BM-S-8,BM-S-8,SP,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,6/30/2011,7/11/2011,7/23/2011,2011,Sevan Driller,2009,51,Sevan Driller,
726,-25.62396639,-43.90529417,1-BRSA-532-SPS,1SPS52,Santos,,BM-S-8,SP,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,10/2/2007,10/10/2007,10/20/2007,2007,NOBLE PAUL WOLF,1981,5,Noble Paul Wolf,SIM
727,-22.26193167,-40.47049917,9-CRP-66D-RJS,9CRP66DRJS,Campos,CARAPEBA,CRP,RJ,desenvolvimento,PETROBRAS,abandonado por acidente mecanico,SIM,5/5/2011,5/10/2011,5/21/2011,2011,OCEAN CONCORD,1975,52,Ocean Concord,SIM
728,-22.65836278,-40.07713028,9-MLS-164D-RJS,9MLS164DRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,abandonado por acidente mecanico,SIM,2/18/2009,3/9/2009,3/19/2009,2009,ENSCO 6001,2001,27,ENSCO 6001,
729,-22.79271778,-40.63246389,4-BRSA-896-RJS,4BO26RJS,Campos,BONITO,BO,RJ,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,11/30/2010,12/5/2010,12/5/2010,2010,OCEAN WINNER,1976,38,Ocean Winner,SIM
730,-19.86349639,-39.55599583,1-BRSA-819-ESS,1ESS184,Espirito Santo,,BM-ES-5,Espirito Santo,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,4/1/2010,4/5/2010,4/7/2010,2010,OCEAN YORKTOWN,1976,39,Ocean Yorktown,SIM
731,-25.54611667,-45.57449444,3-BRSA-749-SPS,3SPS67,Santos,,BM-S-3,SP,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,7/3/2009,7/4/2009,7/5/2009,2009,ENSCO 5000 (PRIDE MEXICO),1973,28,ENSCO 5000,SIM
732,-20.46411667,-39.70157389,1-BRSA-1086-ESS,1ESS213,Espirito Santo,,ES-M-588,Espirito Santo,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,6/4/2012,6/4/2012,6/5/2012,2012,LONE STAR,2010,58,Lone Star,
733,-25.87079444,-43.72948056,4-BRSA-723B-SPS,4SPS66B,Santos,,BM-S-9,SP,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,5/2/2009,5/4/2009,5/15/2009,2009,STENA DrillMax,2008,29,Stena DrillMax,
734,-22.63756528,-40.07613667,9-MLS-165DP-RJS,9MLS165DPRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,abandonado por acidente mecanico,SIM,6/24/2009,7/3/2009,7/13/2009,2009,ENSCO 6001,2001,30,ENSCO 6001,
735,-22.25325167,-40.48154194,3-BRSA-621-RJS,3CRP69RJS,Campos,CARAPEBA,CRP,RJ,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,5/31/2008,6/1/2008,6/2/2008,2008,OCEAN CONCORD,1975,14,Ocean Concord,SIM
736,-22.17377806,-40.50477056,1-BRSA-562A-RJS,1RJS653A,Campos,,C-M-231,RJ,exploratorio,PETROBRAS,abandonado por acidente mecanico,SIM,1/8/2008,,1/15/2008,2008,OCEAN WHITTINGTON,1974,15,Ocean Whittington,SIM
737,-22.17811111,-39.9651375,9-AB-96D-RJS,9AB96DRJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,abandonado por acidente mecanico,SIM,11/18/2007,,12/4/2007,2007,TRANSOCEAN DRILLER,1991,6,Transocean Driller,
738,-25.24802667,-45.20127639,7-LAG-1H-SPS,7LAG1HSPS,Santos,LAGOSTA,BS-1,SP,desenvolvimento,PETROBRAS,abandonado por acidente mecanico,SIM,3/25/2008,,4/1/2008,2008,ATLANTIC STAR,1976,16,Atlantic Star,SIM
739,-21.24558833,-40.01175389,9-JUB-12DA-ESS,9JUB12DAESS,Campos,JUBARTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,,,12/18/2009,12/31/2009,,0,,0,0,,
740,-19.67247444,-39.17989444,1-BRSA-983-ESS,1ESS206,Espirito Santo,,ES-M-414,Espirito Santo,exploratorio,PETROBRAS,,,9/16/2011,10/31/2011,11/11/2011,2011,,0,0,,
741,-21.22714556,-40.03468583,8-JUB-20H-ESS,8JUB20HESS,Campos,JUBARTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,,,7/2/2010,8/31/2010,2/22/2011,2011,,0,0,,
742,-21.24833889,-39.98801667,7-BFR-6-ESS,7BFR6ESS,Campos,JUBARTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,,,8/2/2010,9/30/2010,2/1/2011,2011,,0,0,,
743,-22.6164175,-40.17765111,9-BR-72D-RJS,9BR72DRJS,Campos,BARRACUDA,BR,RJ,desenvolvimento,PETROBRAS,,,9/8/2010,9/30/2010,9/30/2010,2010,,0,0,,
744,-21.29715611,-40.02982056,7-JUB-34H-ESS,7JUB34HESS,Campos,JUBARTE,,Espirito Santo,desenvolvimento,PETROBRAS,,,6/11/2011,5/30/2012,,0,,0,0,,
745,-24.47782778,-44.21052778,7-MXL-17HP-SPS,7MXL17HPSPS,Santos,MEXILHAO,,SP,desenvolvimento,PETROBRAS,,,5/16/2012,5/30/2012,,0,,0,0,,
746,-22.49346667,-40.11167361,7-MRL-213H-RJS,7MRL213HRJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,,,9/24/2011,10/29/2011,10/29/2011,2011,,0,0,,
747,-21.2697825,-40.05155167,7-JUB-11HP-ESS,7JUB11HPESS,Campos,JUBARTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,,,7/21/2009,7/28/2009,8/2/2009,2009,,0,0,,
748,-21.23907722,-40.02028639,7-JUB-24H-ESS,7JUB24HESS,Campos,JUBARTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,,,12/16/2010,5/28/2011,10/14/2011,2011,,0,0,,
749,-21.96006833,-39.756595,9-RO-82-RJS,9RO82RJS,Campos,RONCADOR,RO,RJ,desenvolvimento,PETROBRAS,,,11/13/2007,11/27/2007,12/15/2007,2007,,0,0,,
750,-19.64316667,-39.00611389,1-BRSA-1081-ESS,1ESS210,Espirito Santo,,ES-M-414,Espirito Santo,exploratorio,PETROBRAS,,,5/20/2012,7/27/2012,,0,,0,0,,
751,-25.52866361,-42.74688278,9-LL-7-RJS,9LL7RJS,Santos,LULA,BM-S-11,RJ,desenvolvimento,PETROBRAS,,,3/28/2012,6/27/2012,,0,,0,0,,
752,-22.96109056,-40.71549861,9-BRSA-1085i-RJS,9RJS702i,Campos,,C-M-401,RJ,desenvolvimento,PETROBRAS,,,5/27/2012,5/27/2012,5/30/2012,2012,,0,0,,
753,-20.12048889,-39.5031975,9-GLF-30D-ESS,9GLF30DESS,Espirito Santo,GOLFINHO,BES-100,Espirito Santo,desenvolvimento,PETROBRAS,,,5/9/2010,5/27/2010,5/28/2010,2010,,0,0,,
754,-21.19240083,-39.93772306,7-BFR-3HP-ESS,7BFR3HPESS,Campos,BALEIA FRANCA,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,,,3/9/2010,4/27/2010,8/27/2010,2010,,0,0,,
755,-22.59156111,-40.16601389,9-BR-66D-RJS,9BR66DRJS,Campos,BARRACUDA,BR,RJ,desenvolvimento,PETROBRAS,,,3/31/2010,4/27/2010,4/27/2010,2010,,0,0,,
756,-22.35890556,-39.95951139,9-MLL-41D-RJS,9MLL41DRJS,Campos,MARLIM LESTE,MLL,RJ,desenvolvimento,PETROBRAS,,,3/24/2008,1/27/2009,2/9/2009,2009,,0,0,,
757,-21.26569417,-40.04762944,9-JUB-17D-ESS,9JUB17DESS,Campos,JUBARTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,,,7/19/2010,9/26/2010,9/26/2010,2010,,0,0,,
758,-25.85055556,-45.91644444,3-BRSA-947-SPS,3PRC4SPS,Santos,PIRACUCA,,SP,exploratorio,PETROBRAS,,,5/30/2011,8/26/2011,9/22/2011,2011,,0,0,,
759,-22.51915833,-39.91994722,3-BRSA-1054D-RJS,3MLL71DRJS,Campos,MARLIM LESTE,,RJ,exploratorio,PETROBRAS,,,2/24/2012,5/25/2012,,0,,0,0,,
760,-21.97111944,-39.73736667,7-RO-100HP-RJS,7RO100HPRJS,Campos,RONCADOR,RO,RJ,desenvolvimento,PETROBRAS,,,3/12/2011,5/25/2012,5/25/2012,2012,,0,0,,
761,-21.24237806,-40.02582583,8-JUB-25HA-ESS,8JUB25HAESS,Campos,JUBARTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,,,2/20/2011,2/25/2011,10/14/2011,2011,,0,0,,
762,-21.31957694,-40.01066972,7-BAZ-4-ESS,7BAZ4ESS,Campos,BALEIA AZUL,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,,,6/2/2011,9/24/2011,,0,,0,0,,
763,-21.24470556,-40.03219806,9-JUB-8D-ESS,9JUB8DESS,Campos,JUBARTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,,,6/5/2009,7/24/2009,7/31/2009,2009,,0,0,,
764,-21.345605,-40.00760333,8-BAZ-5-ESS,8BAZ5ESS,Campos,BALEIA AZUL,,Espirito Santo,desenvolvimento,PETROBRAS,,,11/28/2011,2/24/2012,,0,,0,0,,
765,-22.26209222,-40.47072389,9-CRP-66DA-RJS,9CRP66DARJS,Campos,CARAPEBA,,RJ,desenvolvimento,PETROBRAS,,,5/21/2011,10/23/2011,10/25/2011,2011,,0,0,,
766,-22.11033639,-39.76581583,8-ABL-79H-RJS,8ABL79HRJS,Campos,ALBACORA LESTE,ABL,RJ,desenvolvimento,PETROBRAS,,,9/13/2010,9/23/2010,,0,,0,0,,
767,-24.30848611,-42.66407222,7-URG-14HP-RJS,7URG14HPRJS,Santos,URUGUA,,RJ,desenvolvimento,PETROBRAS,,,6/26/2012,8/23/2012,,0,,0,0,,
768,-24.47782778,-44.21052778,7-MXL-17HPA-SPS,7MXL17HPASPS,Santos,MEXILHAO,,SP,desenvolvimento,PETROBRAS,,,6/23/2012,7/23/2012,,0,,0,0,,
769,-23.50268556,-41.08737556,7-PPT-12H-RJS,7PPT12HRJS,Campos,PAPA-TERRA,,RJ,desenvolvimento,PETROBRAS,,,3/6/2012,6/23/2012,7/17/2012,2012,,0,0,,
770,-22.59537222,-40.21545556,9-BR-70D-RJS,9BR70DRJS,Campos,BARRACUDA,BR,RJ,desenvolvimento,PETROBRAS,,,8/31/2010,9/22/2010,9/22/2010,2010,,0,0,,
771,-22.60896222,-39.98731722,9-MLS-154D-RJS,9MLS154DRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,,,7/4/2010,7/21/2010,7/15/2010,2010,,0,0,,
772,-20.0689225,-39.46400278,4-BRSA-1001-ESS,4GLF31ESS,Espirito Santo,GOLFINHO,,Espirito Santo,exploratorio,PETROBRAS,,,10/24/2011,2/21/2012,5/4/2012,2012,,0,0,,
773,-22.63381667,-39.96985833,8-MLS-183HP-RJS,8MLS183HPRJS,Campos,MARLIM SUL,,RJ,desenvolvimento,PETROBRAS,,,12/27/2011,1/21/2012,3/30/2012,2012,,0,0,,
774,-25.48015833,-42.73929611,8-LL-5-RJS,8LL5RJS,Santos,LULA,BM-S-11,RJ,desenvolvimento,PETROBRAS,,,9/22/2011,12/20/2011,2/3/2012,2012,,0,0,,
775,-24.71945833,-43.13116389,1-BRSA-964A-RJS,1RJS693A,Santos,,S-M-415,RJ,exploratorio,PETROBRAS,,,5/5/2012,8/20/2012,,0,,0,0,,
776,-22.55155833,-40.40291111,9-CG-9-RJS,9CG9RJS,Campos,CONGRO,CG,RJ,desenvolvimento,PETROBRAS,,,2/10/2011,4/20/2011,,0,,0,0,,
777,-25.52280722,-42.80584222,8-LL-9-RJS,8LL9RJS,Santos,LULA,BM-S-11,RJ,desenvolvimento,PETROBRAS,,,10/20/2011,2/20/2012,3/22/2012,2012,,0,0,,
778,-25.45056111,-45.12062222,1-BRSA-890A-SPS,1SPS79A,Santos,,S-M-792,SP,exploratorio,PETROBRAS,,,11/17/2010,11/18/2010,11/18/2010,2010,,0,0,,
779,-25.00137861,-42.53634722,3-BRSA-891-RJS,3RJS682,Santos,,BM-S-11,RJ,exploratorio,PETROBRAS,,,11/17/2010,11/18/2010,11/19/2010,2010,,0,0,,
780,-22.90750833,-40.53487778,7-ESP-42H-RJS,7ESP42HRJS,Campos,ESPADARTE,ESP,RJ,desenvolvimento,PETROBRAS,,,4/26/2012,8/18/2012,,0,,0,0,,
781,-21.32173056,-40.02803333,7-BAZ-2-ESS,7BAZ2ESS,Campos,BALEIA AZUL,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,,,2/13/2011,6/18/2011,2/6/2012,2012,,0,0,,
782,-21.35722944,-40.02876861,7-PRB-1-ESS,7PRB1ESS,Campos,PIRAMBU,,Espirito Santo,desenvolvimento,PETROBRAS,,,6/19/2011,10/16/2011,,0,,0,0,,
783,-22.65615833,-40.079775,7-MLS-209HA-RJS,7MLS209HARJS,Campos,MARLIM SUL,,RJ,desenvolvimento,PETROBRAS,,,5/11/2012,8/16/2012,,0,,0,0,,
784,-22.96086389,-40.71549444,9-BRSA-1085-RJS,9RJS702,Campos,,C-M-401,RJ,desenvolvimento,PETROBRAS,,,6/1/2012,8/16/2012,,0,,0,0,,
785,-21.96328417,-39.74979111,7-RO-102HP-RJS,7RO102HPRJS,Campos,RONCADOR,,RJ,desenvolvimento,PETROBRAS,,,8/5/2011,8/16/2011,,0,,0,0,,
786,-20.12048889,-39.5031975,8-GLF-29HP-ESS,8GLF29HPESS,Espirito Santo,GOLFINHO,BES-100,Espirito Santo,desenvolvimento,PETROBRAS,,,6/1/2010,6/16/2010,6/20/2010,2010,,0,0,,
787,-25.14021861,-42.90327556,3-BRSA-839-RJS,3RJS675,Santos,LULA,BM-S-11,RJ,exploratorio,PETROBRAS,,,6/15/2010,6/16/2010,6/17/2010,2010,,0,0,,
788,-22.59411667,-40.20158333,9-BR-77D-RJS,9BR77DRJS,Campos,BARRACUDA,BR,RJ,desenvolvimento,PETROBRAS,,,2/28/2011,3/16/2011,3/16/2011,2011,,0,0,,
789,-22.60301889,-39.96331361,9-MLS-158D-RJS,9MLS158DRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,,,11/16/2010,12/15/2010,12/20/2010,2010,,0,0,,
